2012-01-01;N/A
2012-01-02;N/A
2012-01-03;12397.38
2012-01-04;12418.42
2012-01-05;12415.70
2012-01-06;12359.92
2012-01-07;N/A
2012-01-08;N/A
2012-01-09;12392.69
2012-01-10;12462.47
2012-01-11;12449.45
2012-01-12;12471.02
2012-01-13;12422.06
2012-01-14;N/A
2012-01-15;N/A
2012-01-16;N/A
2012-01-17;12482.07
2012-01-18;12578.95
2012-01-19;12623.98
2012-01-20;12720.48
2012-01-21;N/A
2012-01-22;N/A
2012-01-23;12708.82
2012-01-24;12675.75
2012-01-25;12756.96
2012-01-26;12734.63
2012-01-27;12660.46
2012-01-28;N/A
2012-01-29;N/A
2012-01-30;12653.72
2012-01-31;12632.91
2012-02-01;12716.46
2012-02-02;12705.41
2012-02-03;12862.23
2012-02-04;N/A
2012-02-05;N/A
2012-02-06;12845.13
2012-02-07;12878.20
2012-02-08;12883.95
2012-02-09;12890.46
2012-02-10;12801.23
2012-02-11;N/A
2012-02-12;N/A
2012-02-13;12874.04
2012-02-14;12878.28
2012-02-15;12780.95
2012-02-16;12904.08
2012-02-17;12949.87
2012-02-18;N/A
2012-02-19;N/A
2012-02-20;N/A
2012-02-21;12965.69
2012-02-22;12938.67
2012-02-23;12984.69
2012-02-24;12982.95
2012-02-25;N/A
2012-02-26;N/A
2012-02-27;12981.51
2012-02-28;13005.12
2012-02-29;12952.07
2012-03-01;12980.30
2012-03-02;12977.57
2012-03-03;N/A
2012-03-04;N/A
2012-03-05;12962.81
2012-03-06;12759.15
2012-03-07;12837.33
2012-03-08;12907.94
2012-03-09;12922.02
2012-03-10;N/A
2012-03-11;N/A
2012-03-12;12959.71
2012-03-13;13177.68
2012-03-14;13194.10
2012-03-15;13252.76
2012-03-16;13232.62
2012-03-17;N/A
2012-03-18;N/A
2012-03-19;13239.13
2012-03-20;13170.19
2012-03-21;13124.62
2012-03-22;13046.14
2012-03-23;13080.73
2012-03-24;N/A
2012-03-25;N/A
2012-03-26;13241.63
2012-03-27;13197.73
2012-03-28;13126.21
2012-03-29;13145.82
2012-03-30;13212.04
2012-03-31;N/A
2012-04-01;N/A
2012-04-02;13264.49
2012-04-03;13199.55
2012-04-04;13074.75
2012-04-05;13060.14
2012-04-06;N/A
2012-04-07;N/A
2012-04-08;N/A
2012-04-09;12929.59
2012-04-10;12715.93
2012-04-11;12805.39
2012-04-12;12986.58
2012-04-13;12849.59
2012-04-14;N/A
2012-04-15;N/A
2012-04-16;12921.41
2012-04-17;13115.54
2012-04-18;13032.75
2012-04-19;12964.10
2012-04-20;13029.26
2012-04-21;N/A
2012-04-22;N/A
2012-04-23;12927.17
2012-04-24;13001.56
2012-04-25;13090.72
2012-04-26;13204.62
2012-04-27;13228.31
2012-04-28;N/A
2012-04-29;N/A
2012-04-30;13213.63
2012-05-01;13279.32
2012-05-02;13268.57
2012-05-03;13206.59
2012-05-04;13038.27
2012-05-05;N/A
2012-05-06;N/A
2012-05-07;13008.53
2012-05-08;12932.09
2012-05-09;12835.06
2012-05-10;12855.04
2012-05-11;12820.60
2012-05-12;N/A
2012-05-13;N/A
2012-05-14;12695.35
2012-05-15;12632.00
2012-05-16;12598.55
2012-05-17;12442.49
2012-05-18;12369.38
2012-05-19;N/A
2012-05-20;N/A
2012-05-21;12504.48
2012-05-22;12502.81
2012-05-23;12496.15
2012-05-24;12529.75
2012-05-25;12454.83
2012-05-26;N/A
2012-05-27;N/A
2012-05-28;N/A
2012-05-29;12580.69
2012-05-30;12419.86
2012-05-31;12393.45
2012-06-01;12118.57
2012-06-02;N/A
2012-06-03;N/A
2012-06-04;12101.46
2012-06-05;12127.95
2012-06-06;12414.79
2012-06-07;12460.96
2012-06-08;12554.20
2012-06-09;N/A
2012-06-10;N/A
2012-06-11;12411.23
2012-06-12;12573.80
2012-06-13;12496.38
2012-06-14;12651.91
2012-06-15;12767.17
2012-06-16;N/A
2012-06-17;N/A
2012-06-18;12741.82
2012-06-19;12837.33
2012-06-20;12824.39
2012-06-21;12573.57
2012-06-22;12640.78
2012-06-23;N/A
2012-06-24;N/A
2012-06-25;12502.66
2012-06-26;12534.67
2012-06-27;12627.01
2012-06-28;12602.26
2012-06-29;12880.09
2012-06-30;N/A
2012-07-01;N/A
2012-07-02;12871.39
2012-07-03;12943.82
2012-07-04;N/A
2012-07-05;12896.67
2012-07-06;12772.47
2012-07-07;N/A
2012-07-08;N/A
2012-07-09;12736.29
2012-07-10;12653.12
2012-07-11;12604.53
2012-07-12;12573.27
2012-07-13;12777.09
2012-07-14;N/A
2012-07-15;N/A
2012-07-16;12727.21
2012-07-17;12805.54
2012-07-18;12908.70
2012-07-19;12943.36
2012-07-20;12822.57
2012-07-21;N/A
2012-07-22;N/A
2012-07-23;12721.46
2012-07-24;12617.32
2012-07-25;12676.05
2012-07-26;12887.93
2012-07-27;13075.66
2012-07-28;N/A
2012-07-29;N/A
2012-07-30;13073.01
2012-07-31;13008.68
2012-08-01;12971.06
2012-08-02;12878.88
2012-08-03;13096.17
2012-08-04;N/A
2012-08-05;N/A
2012-08-06;13117.51
2012-08-07;13168.60
2012-08-08;13175.64
2012-08-09;13165.19
2012-08-10;13207.95
2012-08-11;N/A
2012-08-12;N/A
2012-08-13;13169.43
2012-08-14;13172.14
2012-08-15;13164.78
2012-08-16;13250.11
2012-08-17;13275.20
2012-08-18;N/A
2012-08-19;N/A
2012-08-20;13271.64
2012-08-21;13203.58
2012-08-22;13172.76
2012-08-23;13057.46
2012-08-24;13157.97
2012-08-25;N/A
2012-08-26;N/A
2012-08-27;13124.67
2012-08-28;13102.99
2012-08-29;13107.48
2012-08-30;13000.71
2012-08-31;13090.84
2012-09-01;N/A
2012-09-02;N/A
2012-09-03;N/A
2012-09-04;13035.94
2012-09-05;13047.48
2012-09-06;13292.00
2012-09-07;13306.64
2012-09-08;N/A
2012-09-09;N/A
2012-09-10;13254.29
2012-09-11;13323.36
2012-09-12;13333.35
2012-09-13;13539.86
2012-09-14;13593.37
2012-09-15;N/A
2012-09-16;N/A
2012-09-17;13553.10
2012-09-18;13564.64
2012-09-19;13577.96
2012-09-20;13596.93
2012-09-21;13579.47
2012-09-22;N/A
2012-09-23;N/A
