2012-01-01;N/A
2012-01-02;2370.20
2012-01-03;2389.91
2012-01-04;2349.89
2012-01-05;2315.75
2012-01-06;2298.65
2012-01-07;N/A
2012-01-08;N/A
2012-01-09;2286.45
2012-01-10;2347.47
2012-01-11;2339.51
2012-01-12;2345.85
2012-01-13;2338.01
2012-01-14;N/A
2012-01-15;N/A
2012-01-16;2361.56
2012-01-17;2396.63
2012-01-18;2390.64
2012-01-19;2435.04
2012-01-20;2426.96
2012-01-21;N/A
2012-01-22;N/A
2012-01-23;2441.44
2012-01-24;2432.07
2012-01-25;2421.12
2012-01-26;2460.40
2012-01-27;2436.62
2012-01-28;N/A
2012-01-29;N/A
2012-01-30;2404.62
2012-01-31;2416.66
2012-02-01;2470.79
2012-02-02;2478.15
2012-02-03;2515.15
2012-02-04;N/A
2012-02-05;N/A
2012-02-06;2507.89
2012-02-07;2514.12
2012-02-08;2512.92
2012-02-09;2522.34
2012-02-10;2480.76
2012-02-11;N/A
2012-02-12;N/A
2012-02-13;2491.54
2012-02-14;2488.29
2012-02-15;2493.96
2012-02-16;2489.35
2012-02-17;2520.31
2012-02-18;N/A
2012-02-19;N/A
2012-02-20;2550.28
2012-02-21;2541.60
2012-02-22;2519.00
2012-02-23;2508.08
2012-02-24;2523.69
2012-02-25;N/A
2012-02-26;N/A
2012-02-27;2513.06
2012-02-28;2519.72
2012-02-29;2512.11
2012-03-01;2548.66
2012-03-02;2546.16
2012-03-03;N/A
2012-03-04;N/A
2012-03-05;2529.86
2012-03-06;2443.52
2012-03-07;2460.77
2012-03-08;2514.22
2012-03-09;2515.95
2012-03-10;N/A
2012-03-11;N/A
2012-03-12;2514.97
2012-03-13;2556.82
2012-03-14;2574.79
2012-03-15;2593.97
2012-03-16;2608.30
2012-03-17;N/A
2012-03-18;N/A
2012-03-19;2608.42
2012-03-20;2576.61
2012-03-21;2567.58
2012-03-22;2530.22
2012-03-23;2525.43
2012-03-24;N/A
2012-03-25;N/A
2012-03-26;2539.87
2012-03-27;2525.21
2012-03-28;2496.68
2012-03-29;2452.74
2012-03-30;2477.28
2012-03-31;N/A
2012-04-01;N/A
2012-04-02;2501.18
2012-04-03;2458.98
2012-04-04;2398.46
2012-04-05;2392.54
2012-04-06;N/A
2012-04-07;N/A
2012-04-08;N/A
2012-04-09;N/A
2012-04-10;2321.53
2012-04-11;2341.36
2012-04-12;2352.24
2012-04-13;2291.51
2012-04-14;N/A
2012-04-15;N/A
2012-04-16;2301.19
2012-04-17;2367.05
2012-04-18;2327.84
2012-04-19;2284.67
2012-04-20;2311.27
2012-04-21;N/A
2012-04-22;N/A
2012-04-23;2244.83
2012-04-24;2284.08
2012-04-25;2322.91
2012-04-26;2322.69
2012-04-27;2344.02
2012-04-28;N/A
2012-04-29;N/A
2012-04-30;2306.43
2012-05-01;2306.69
2012-05-02;2290.31
2012-05-03;2287.10
2012-05-04;2248.34
2012-05-05;N/A
2012-05-06;N/A
2012-05-07;2283.09
2012-05-08;2236.11
2012-05-09;2225.63
2012-05-10;2247.38
2012-05-11;2254.54
2012-05-12;N/A
2012-05-13;N/A
2012-05-14;2201.95
2012-05-15;2178.67
2012-05-16;2175.34
2012-05-17;2146.91
2012-05-18;2144.69
2012-05-19;N/A
2012-05-20;N/A
2012-05-21;2150.16
2012-05-22;2192.85
2012-05-23;2134.05
2012-05-24;2156.52
2012-05-25;2161.87
2012-05-26;N/A
2012-05-27;N/A
2012-05-28;2147.92
2012-05-29;2160.31
2012-05-30;2116.18
2012-05-31;2118.94
2012-06-01;2068.66
2012-06-02;N/A
2012-06-03;N/A
2012-06-04;2078.96
2012-06-05;2087.31
2012-06-06;2137.73
2012-06-07;2143.08
2012-06-08;2143.90
2012-06-09;N/A
2012-06-10;N/A
2012-06-11;2137.70
2012-06-12;2143.38
2012-06-13;2143.50
2012-06-14;2148.21
2012-06-15;2181.23
2012-06-16;N/A
2012-06-17;N/A
2012-06-18;2155.64
2012-06-19;2198.01
2012-06-20;2207.49
2012-06-21;2199.42
2012-06-22;2186.81
2012-06-23;N/A
2012-06-24;N/A
2012-06-25;2130.71
2012-06-26;2127.95
2012-06-27;2165.61
2012-06-28;2157.62
2012-06-29;2264.72
2012-06-30;N/A
2012-07-01;N/A
2012-07-02;2292.08
2012-07-03;2320.43
2012-07-04;2312.41
2012-07-05;2284.92
2012-07-06;2235.51
2012-07-07;N/A
2012-07-08;N/A
2012-07-09;2227.91
2012-07-10;2241.85
2012-07-11;2246.23
2012-07-12;2228.01
2012-07-13;2259.09
2012-07-14;N/A
2012-07-15;N/A
2012-07-16;2251.96
2012-07-17;2250.75
2012-07-18;2284.70
