2007-01-01;N/A;N/A
2007-01-02;51202.99;956316.16
2007-01-03;51220.11;1103253.46
2007-01-04;50381.11;1199208.83
2007-01-05;49560.26;1379767.62
2007-01-06;N/A;N/A
2007-01-07;N/A;N/A
2007-01-08;49512.92;1159826.10
2007-01-09;49769.49;1673186.52
2007-01-10;49264.41;1895395.73
2007-01-11;50484.05;1681999.49
2007-01-12;51020.94;1377747.79
2007-01-13;N/A;N/A
2007-01-14;N/A;N/A
2007-01-15;52198.67;1392407.34
2007-01-16;52195.63;1896703.98
2007-01-17;52362.24;1673410.39
2007-01-18;53853.20;3352236.22
2007-01-19;54048.19;1766185.30
2007-01-20;N/A;N/A
2007-01-21;N/A;N/A
2007-01-22;53574.00;1499676.15
2007-01-23;53652.21;1373737.82
2007-01-24;53681.53;1407621.47
2007-01-25;53433.50;1569121.07
2007-01-26;53487.96;1145286.21
2007-01-27;N/A;N/A
2007-01-28;N/A;N/A
2007-01-29;53792.04;1191145.38
2007-01-30;53717.90;1103162.59
2007-01-31;54558.15;1530298.67
2007-02-01;55431.48;2015898.65
2007-02-02;55314.03;1728484.55
2007-02-03;N/A;N/A
2007-02-04;N/A;N/A
2007-02-05;55358.58;1273962.07
2007-02-06;55236.06;2307230.76
2007-02-07;55099.87;1409093.92
2007-02-08;53519.00;1321539.72
2007-02-09;53826.85;1063538.79
2007-02-10;N/A;N/A
2007-02-11;N/A;N/A
2007-02-12;52939.24;1448433.25
2007-02-13;53920.38;1008340.44
2007-02-14;54145.91;1958969.48
2007-02-15;53896.08;1684760.86
2007-02-16;53834.86;1234867.63
2007-02-17;N/A;N/A
2007-02-18;N/A;N/A
2007-02-19;54712.06;1142744.09
2007-02-20;54274.69;1118001.91
2007-02-21;54821.35;1536781.50
2007-02-22;55641.50;1600353.86
2007-02-23;55702.53;1443769.32
2007-02-24;N/A;N/A
2007-02-25;N/A;N/A
2007-02-26;55339.76;1254821.39
2007-02-27;52906.36;2080646.71
2007-02-28;51900.39;2434487.81
2007-03-01;51503.02;2306524.84
2007-03-02;51917.31;1234069.77
2007-03-03;N/A;N/A
2007-03-04;N/A;N/A
2007-03-05;50746.74;1626595.34
2007-03-06;51482.87;1567143.95
2007-03-07;51415.62;1395706.10
2007-03-08;53059.95;1481699.01
2007-03-09;52910.76;1540209.36
2007-03-10;N/A;N/A
2007-03-11;N/A;N/A
2007-03-12;53053.52;1336576.03
2007-03-13;52739.95;1365247.38
2007-03-14;52873.49;1763868.66
2007-03-15;53206.81;1574079.83
2007-03-16;53676.93;1888701.39
2007-03-17;N/A;N/A
2007-03-18;N/A;N/A
2007-03-19;54591.45;1465205.65
2007-03-20;54537.92;1497494.37
